CUST_NO,AGE,CHILDREN_CNT,CUST_START_DT,EDU_CODE,GENDER_CODE,INCOME_RANGE_CODE,WORK_MTHS,CreditCard_b,ForEx_b,Trust_b,Loan_b,cc_BuyFreq,fx_BuyFreq,ln_BuyFreq,wm_BuyFreq
KFH7COWS-UWF6ZW0,2.0,0.0,4734.0,3.0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
TO3QZLFHSRCQPFYE,2.0,0.0,7240.0,3.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HMLWEAUFNEGUAXW8,2.0,0.0,8419.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
SUUYNTXRBVCIG7PC,2.0,0.0,6157.0,3.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MOYYPS32B2CRW0L8,2.0,0.0,7240.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B7TJU268OUPEU1TG,2.0,0.0,8476.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C-MT5A_QFZE3MLKS,2.0,0.0,5685.0,3.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OEVI3DDGARKIHAV8,2.0,0.0,8475.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BPKU_NM0_HGCK6PI,3.0,0.0,5979.0,3.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BR1ZGVUB7WIJWZLW,2.0,0.0,4150.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KWXZS6FH8KCZJH6I,2.0,0.0,8212.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
VH8DZKEDRTKV8L_E,2.0,0.0,5111.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5WFAORGB7WLWIA_4,2.0,0.0,8430.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0
9G5PO_J2I_QHSGN8,2.0,0.0,9557.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
5OH9AM8VGHXFDK3K,2.0,0.0,7243.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XBU3VFVNEZBTQXOU,2.0,0.0,5873.0,4.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8HAM3MPXYQVUNUGE,2.0,0.0,4171.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,15.0,0.0,0.0
NONHFEBCXSJAKGCG,2.0,0.0,5111.0,3.0,0.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AT5WTBLBCDYTHUZK,2.0,0.0,9269.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
7M8PEVJ4HZOQYYDY,2.0,0.0,4655.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
ZHOSRMDUPPIBE-0U,2.0,0.0,7595.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QFBTWCLCWDYNP8D4,2.0,0.0,7148.0,6.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
GO36LRKD-8XDJDPQ,2.0,0.0,3814.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
4G-6RV9XVI5J7U8U,2.0,0.0,4278.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
EXYYRAROVMIAB7PY,2.0,0.0,8027.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P-G8J3DSBJQBDIJI,2.0,0.0,9518.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TPSSLMIRPOEDIWDK,2.0,0.0,6145.0,3.0,0.0,1.0,1.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LQ_R-CSCTD4ACBJ0,2.0,0.0,4509.0,3.0,0.0,2.0,1.0,14.0,2.0,0.0,1.0,4.0,1.0,0.0,0.0
1IBUEUMBJBJY4DC8,2.0,0.0,5243.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
VDOP7H-L526QQDRO,2.0,0.0,7386.0,4.0,0.0,1.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4REBMYAMG1HH1WVM,2.0,0.0,7225.0,5.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6ZY7ZKOFYSVRRZQ,2.0,0.0,8538.0,1.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AISHEPUVNLDOW3LU,2.0,0.0,5987.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NLIZ08HLVY7VYD0A,2.0,0.0,8890.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B-5GLGXC7XK0T1JY,2.0,0.0,4856.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LNZGCATAQQKB27GK,3.0,0.0,7296.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C8JSUEPRKGZI-PY0,2.0,0.0,4452.0,4.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A1LY1ADT8DACUL_U,2.0,0.0,5342.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CRTV-NNL8YV3LZU0,2.0,0.0,7476.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
EWKBGTWVCKILI1AI,2.0,0.0,5318.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSERMFR5TBDZEAN0,1.0,1.0,6481.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EFGD_QPEK_G47PIS,1.0,0.0,9555.0,3.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
PL38WUFROCGBIO-U,1.0,0.0,2702.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
IR67IHUWZVFCDNSS,1.0,0.0,8090.0,5.0,1.0,1.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SK0CS1U59EKZNXS0,2.0,0.0,6489.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NYPI8CDMZD-AZC-K,1.0,0.0,8423.0,3.0,1.0,1.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
WO5OGCZ8KZNGJD7W,1.0,0.0,9240.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0
EMH0NNW2QLXXC310,1.0,0.0,7895.0,3.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XSMDZS14UAO6-QSO,1.0,0.0,7026.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZFAP9UFHHJCQC8UC,1.0,0.0,9514.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
MMMIVX_8VVQG4YNI,1.0,0.0,9459.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
HEQ2UGPCU9T8IECE,1.0,0.0,7554.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,11.0,0.0,2.0,0.0,0.0
DJ-S-PJVSS6DU_AY,2.0,0.0,9553.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0
FBABEGDBZVKI2M0S,1.0,0.0,9507.0,3.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
JKGJIHVWNDG_BHNW,1.0,0.0,8619.0,3.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3A4A9H3UF5GG0TDU,1.0,0.0,8226.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DEXZXRHJSPPHN9QU,1.0,0.0,8953.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
OS-BH3SUMUKKZREW,1.0,0.0,8924.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
JB4PBYI1O73K_QNO,1.0,0.0,6806.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9U1G1EHK0WFKKOOE,1.0,0.0,6802.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0
PZA0K_ADFXXINHDE,1.0,0.0,9435.0,3.0,0.0,1.0,1.0,0.0,9.0,0.0,0.0,0.0,7.0,0.0,0.0
C2XEMBYQZ9R-MBI0,1.0,0.0,9344.0,2.0,0.0,1.0,1.0,19.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0
BAFCO4BTDTPOPUSA,1.0,0.0,5315.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
-X2JKAQ1ZEKUY-S8,1.0,0.0,8014.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
3GHTVIRTXVAG6U3Q,1.0,0.0,8897.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N3IYCBQLQRK-R4RG,1.0,0.0,9479.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0
J4UAHCFGNTWOBJ6C,1.0,0.0,8412.0,5.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0
8KHRQKJH5DSLGBI4,1.0,0.0,8282.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FGYXKELQBITPYQBM,1.0,0.0,8380.0,3.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
XHUYYGOE3RDVKXHY,1.0,0.0,9490.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WANDQFRAJ50REBBK,1.0,0.0,7908.0,4.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0
HNUDP5_M7OSONPXY,1.0,0.0,9557.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
C9QBKOW80MHI2FVE,1.0,0.0,5262.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HCG4CKLZ_-IJV4K0,1.0,0.0,8363.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0
DTZ8TKN8HANL11PE,1.0,0.0,9339.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VJHWZJCMKJBYU2DU,3.0,0.0,2446.0,6.0,1.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0,0.0
BCNSZ4QTQQFIBXAO,1.0,0.0,7612.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AGZ1Z0IP_Z14LLJY,1.0,0.0,7267.0,3.0,1.0,1.0,1.0,0.0,365.0,0.0,0.0,0.0,2.0,0.0,0.0
RO_CUUGFJEXPXJG8,1.0,0.0,7692.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T7FCGHXIH8D6SMGY,1.0,0.0,7601.0,3.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
AV-3VK35UIFAX-IC,1.0,0.0,7307.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2VIZCYSTEBDN0J6K,1.0,0.0,9218.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BW6II2YUQCXDIUKU,1.0,0.0,9504.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
JQFVTKUZHJMTZE9Y,1.0,0.0,8787.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CYISA2DUIZSBSNIC,1.0,0.0,9079.0,3.0,1.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A5YK1IXAA8FE8GMC,1.0,0.0,8603.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
N55CTDZIHGMVECAU,1.0,0.0,8645.0,3.0,1.0,1.0,1.0,13.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
FFVS-SU5L8AZQ_4G,1.0,0.0,7439.0,3.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0
STHWDLNTNGD_6NGA,1.0,0.0,6176.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
N0VDMSTIQ-ACMDXY,1.0,0.0,8806.0,4.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
S76OZUED7VQN70HO,1.0,0.0,6522.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0
VSAJRKKYPAWFWD5O,1.0,0.0,5829.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
LDIMSGEGL8TLIG2S,1.0,0.0,9196.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IWACFJYICQ4SJ0T0,1.0,0.0,7743.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W2VKLWU1J9KIJFTG,1.0,0.0,7568.0,4.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
OUTYMP_ICG6NNS0U,1.0,0.0,6986.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
TKYOWGBCZRINLECC,1.0,0.0,9519.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
H9QWJX2B_PM--PJA,1.0,0.0,8806.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NMKIG4VRYME9AVAU,1.0,0.0,9127.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9ZNBTT4HKO_C51U4,1.0,0.0,7391.0,5.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
R5N8ZKJ6SFE4JSM0,1.0,0.0,6718.0,5.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
TG_2NHSKRXAQ44JI,1.0,0.0,9253.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,1.0
I-PTBSOZC-DFGSOG,1.0,0.0,7534.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
BNMMSQHCA87XEGH8,1.0,0.0,7870.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
HPHU9KDMYRIGIYEE,1.0,0.0,8295.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0
GYIVX8CC-3X65CXE,1.0,0.0,7903.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
DLPRAR87DTWYCOFS,1.0,0.0,8547.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
VKF2RXO6EFKEHZHW,1.0,0.0,8573.0,3.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,9.0,0.0,0.0
JHO3_3LS_-JIPGBI,1.0,0.0,8112.0,6.0,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
WL3B_Z3RMKLYY_L8,1.0,0.0,6559.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
KJAL-DCHQ0PKFC_U,1.0,0.0,8251.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
XOHAUOR69CVXIZNO,1.0,0.0,8153.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-KXCFUGZYC9LZG5I,1.0,0.0,8197.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
BDHJOW6KRIUMDYK0,1.0,0.0,5270.0,2.0,0.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
N8WWEMEGHT2GUIZG,1.0,0.0,8258.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VA_R7UMSIKVGXTNU,1.0,0.0,8233.0,3.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0
2NSKTIRFSI8TNX0Y,1.0,0.0,8022.0,4.0,1.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0
L8T4VZLNTPRCYKBW,2.0,0.0,5487.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0
JFPPYQEHUPABMCDU,2.0,0.0,6666.0,4.0,1.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0
4-V2LRZKTDJOVFP8,2.0,0.0,9136.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TRZKH_CIPZM6A724,2.0,0.0,8408.0,2.0,1.0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
NGMAMQUJ6TVTR7_E,2.0,0.0,6153.0,3.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0P9_UWIQHOSWWGFO,2.0,0.0,7547.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FUHFCZMD0G1QQOOE,2.0,0.0,8559.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0
A0FDWO99TTDWU4C0,1.0,0.0,8121.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0
LYZIB0_OUOLERKDE,1.0,0.0,6153.0,4.0,1.0,1.0,1.0,3.0,16.0,0.0,3.0,0.0,0.0,0.0,0.0
FBJVL2ET3FEB8WAE,1.0,0.0,7223.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
VTWOXLEILCNFMFMM,1.0,0.0,7072.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
KF5NCBRFNTFXNINS,2.0,0.0,6113.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VFBWNOJ26N0PMPLY,1.0,0.0,6616.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0
JQ9WXTRQQ9TXVT9W,1.0,0.0,7383.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
MQGNGMYCXRLD4M54,1.0,0.0,7658.0,6.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
GID0RQ9M37LNAMRC,1.0,0.0,6152.0,4.0,1.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
-PLFGB6HXGWW1CTS,2.0,0.0,6607.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZRHDEAC-R6N_RDHW,1.0,0.0,8295.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0
3QT5GQXQWP8HDXKC,2.0,0.0,6085.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3PUWXEACAY1MXOTK,1.0,0.0,1315.0,6.0,1.0,1.0,1.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,3.0
BHKZNNU37BOMMGSK,2.0,0.0,8147.0,3.0,1.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0
OGLFSKWQUGXN68XQ,2.0,0.0,7803.0,2.0,1.0,1.0,1.0,0.0,2.0,0.0,6.0,0.0,5.0,0.0,0.0
J7NSAXSFDTYNXPUI,2.0,0.0,7415.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8V4EHY-DNFLED8FY,1.0,0.0,8700.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0
_AYLGU7IIYTPPVKU,1.0,0.0,6637.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0
RC52XZJPCRR3JJPI,1.0,0.0,8510.0,6.0,0.0,1.0,1.0,32.0,0.0,0.0,5.0,2.0,0.0,0.0,0.0
VX-MTJFVKQIHOBLW,1.0,0.0,8002.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
_FYSMJONJEZ0G2VS,1.0,0.0,8708.0,6.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
INYONYT3CWY8EMMA,1.0,0.0,8321.0,3.0,0.0,1.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0
VHF6JDXPUG8MTRUA,1.0,0.0,8233.0,3.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UOBLQJMRXQFWDEAY,1.0,0.0,8780.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
KWIIG5W5WH_AAIUC,1.0,0.0,7434.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NH6WU9FI00_HQ9X0,1.0,0.0,7237.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
PCKMRCGPQYY7X7M4,1.0,0.0,8029.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SH9F86ODT750TXIA,2.0,0.0,9514.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
9QPIVTZMQPOOHAHG,1.0,0.0,7170.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0
7HCIYPMPNFPS5AH0,1.0,0.0,8917.0,3.0,0.0,1.0,1.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
HXMUR_3NZOOMUPSS,1.0,0.0,8864.0,3.0,0.0,1.0,1.0,6.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
ZSLMV-8KJ56UTLT8,1.0,0.0,7720.0,3.0,0.0,1.0,1.0,0.0,197.0,0.0,0.0,0.0,0.0,0.0,0.0
Q6ABKMLN9KWNMOVI,1.0,0.0,9214.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
98U5KQHRZIS1HGUM,1.0,0.0,7387.0,3.0,0.0,1.0,1.0,2.0,0.0,0.0,11.0,1.0,6.0,0.0,0.0
FMR-BKYL756DUNRM,1.0,0.0,9423.0,3.0,0.0,2.0,1.0,3.0,3.0,0.0,0.0,3.0,5.0,0.0,4.0
EBR3YQDDJ9YNFG4Y,1.0,0.0,8738.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MJPUWLHG-K-ROPGK,1.0,0.0,7729.0,3.0,0.0,1.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NSPDOXQ4QQZ92ETY,1.0,0.0,8391.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0QE-KXVODEDKB5Y8,1.0,0.0,8471.0,4.0,0.0,1.0,1.0,0.0,46.0,0.0,0.0,0.0,3.0,0.0,0.0
KSSOJQ8PBGXNQVW0,1.0,0.0,8863.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ZEXAWNQCWRC0EEB4,1.0,0.0,8426.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
EXBHZOG_B1E2ZALU,1.0,0.0,8699.0,6.0,0.0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
QBVNFIGU-OCVFSCE,1.0,0.0,6942.0,4.0,0.0,1.0,1.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0
GGF0TYVKQAK2EYOW,1.0,0.0,9555.0,3.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
IL4O-VUCJLTTGPK4,1.0,0.0,8659.0,3.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BZTJALBCAX3JQRJQ,1.0,0.0,7387.0,4.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
RU7WSXHNJQNJ9FVU,1.0,0.0,8828.0,2.0,0.0,1.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0
O40A_JS3J3KS68P0,1.0,0.0,7495.0,3.0,0.0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Q4WZOH3HELYU-8XI,1.0,0.0,9185.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RU-GCF7PDVJOGF7C,1.0,0.0,8230.0,3.0,0.0,1.0,1.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GGP7T0LJ76IAJTSU,1.0,0.0,8146.0,3.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0
3W5NR3-FVDEI43EE,1.0,0.0,8840.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DWUKQ_88FR1GZDQ0,2.0,0.0,9512.0,4.0,1.0,1.0,1.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
RPC4BXB6JAI8LMX8,2.0,0.0,7993.0,3.0,1.0,2.0,1.0,57.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
